#Organism group	BioProject	BioSample	Strain	Isolate	Isolate identifiers	Assembly	Run	Location	Lat/Lon	Collection date	Isolation source	Isolation type	Collected by	Host	Create date	AMR genotypes	AST phenotypes	Length	Contigs	N50	Platform	SNP cluster	Min-diff	Scientific name	Computed types	Virulence genotypes	Host disease
Klebsiella pneumoniae	PRJNA176122	SAMN01939166	JHCK	PDT000011670.2	"JHCK","MTE2","SRS399118"	GCA_000316265.2		Argentina	34.0000 S 64.0000 W	1980	cerebrospinal fluid	clinical	Tolmasky	human (infant)	2013-04-05T19:54:00Z	aac(3)-IIe=COMPLETE,aac(6')-Ib=COMPLETE,aadA1=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaOXA-9=COMPLETE,blaSCO-1=COMPLETE,blaSHV-28=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA8=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE		6015282	227	129981				Klebsiella pneumoniae JHCK1			pneumonae
Klebsiella pneumoniae	PRJNA658369	SAMN19016463	Klebsiella pneumoniae ARLG-7463	PDT001020244.1	"ARLG-7463","Klebsiella pneumoniae ARLG-7463","SRS8887743"	GCA_021956965.1	SRR14450016	Colombia		2018	urine	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:26Z	aac(6')-Ib-cr5=COMPLETE,aac(6')-Il=COMPLETE,ant(2'')-Ia=COMPLETE,aph(3')-VIa=COMPLETE,arr-3=COMPLETE,blaKPC-2=COMPLETE,blaNDM-1=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM=PARTIAL,blaVIM-24=COMPLETE,ble=PARTIAL,catB3=COMPLETE,dfrA17=COMPLETE,emrD=COMPLETE,erm=HMM,fosA=COMPLETE,gyrA_S83I=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,mrx(A)=PARTIAL_END_OF_CONTIG,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB=PARTIAL_END_OF_CONTIG,sul1=COMPLETE,sul2=COMPLETE		5612767	126	204459	ILLUMINA	PDS000076198.13		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016462	Klebsiella pneumoniae ARLG-7462	PDT001020245.1	"ARLG-7462","Klebsiella pneumoniae ARLG-7462","SRS8887742"		SRR14450017	Colombia		2018	wound	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:26Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaSHV=COMPLETE,blaTEM=PARTIAL,catB3=PARTIAL,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,ompK35_G37Ter=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=PARTIAL,tet(A)=COMPLETE		5500638	96	203655	ILLUMINA	PDS000077895.5		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016461	Klebsiella pneumoniae ARLG-7461	PDT001020246.1	"ARLG-7461","Klebsiella pneumoniae ARLG-7461","SRS8887741"	GCA_021956945.1	SRR14450018	Colombia		2018	blood	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:26Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5682399	158	170223	ILLUMINA	PDS000056116.16	47	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016455	Klebsiella pneumoniae ARLG-7453	PDT001020247.1	"ARLG-7453","Klebsiella pneumoniae ARLG-7453","SRS8887734"	GCA_021956905.1	SRR14450024	Colombia		2018	urine	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:26Z	aac(6')-Ib=COMPLETE,blaKPC-3=COMPLETE,blaSHV-11=COMPLETE,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT		5581505	278	41462	ILLUMINA	PDS000056116.16	54	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016454	Klebsiella pneumoniae ARLG-7451	PDT001020249.1	"ARLG-7451","Klebsiella pneumoniae ARLG-7451","SRS8887733"	GCA_021956885.1	SRR14450026	Colombia		2018	wound	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:27Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5592485	223	73187	ILLUMINA	PDS000056116.16	46	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016453	Klebsiella pneumoniae ARLG-7450	PDT001020250.1	"ARLG-7450","Klebsiella pneumoniae ARLG-7450","SRS8887732"	GCA_021956865.1	SRR14450027	Colombia		2018	Non-wound abdominal	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:27Z	aac(3)-IVa=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,arr-3=COMPLETE,blaKPC-2=COMPLETE,blaSHV-32=COMPLETE,blaTEM=PARTIAL,dfrA27=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,ompK35_E132K=POINT,oqxA10=COMPLETE,oqxB19=COMPLETE,qnrB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,tet(D)=COMPLETE		5691332	100	216071	ILLUMINA	PDS000085596.1		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016452	Klebsiella pneumoniae ARLG-7449	PDT001020251.1	"ARLG-7449","Klebsiella pneumoniae ARLG-7449","SRS8887731"	GCA_021956845.1	SRR14450028	Colombia		2018	blood	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:27Z	aadA2=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaSHV-1=COMPLETE,blaTEM=PARTIAL,catA2=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA10=COMPLETE,oqxB5=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE		5538507	139	128455	ILLUMINA	PDS000012112.255	44	Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016451	Klebsiella pneumoniae ARLG-7447	PDT001020252.1	"ARLG-7447","Klebsiella pneumoniae ARLG-7447","SRS8887730"	GCA_021956825.1	SRR14450029	Colombia		2018	wound	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:28Z	aac(3)-IVa=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,aph(3'')-Ib=COMPLETE,aph(4)-Ia=COMPLETE,aph(6)-Id=COMPLETE,arr-3=COMPLETE,blaKPC-2=COMPLETE,blaSHV-32=COMPLETE,blaTEM=PARTIAL,dfrA27=COMPLETE,emrD=COMPLETE,floR=COMPLETE,fosA=COMPLETE,ompK35_E132K=POINT,oqxA10=COMPLETE,oqxB19=COMPLETE,qnrB19=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE,tet(D)=COMPLETE		5645923	113	126619	ILLUMINA	PDS000085596.1		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016450	Klebsiella quasipneumoniae subsp. quasipneumoniae ARLG-7446	PDT001020253.1	"ARLG-7446","Klebsiella quasipneumoniae subsp. quasipneumoniae ARLG-7446","SRS8887729"	GCA_021956805.1	SRR14450030	Colombia		2018	blood	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:28Z	aac(3)-IIe=COMPLETE,aac(6')-Ib-cr5=COMPLETE,acrR_V165I=POINT,acrR_Y114F=POINT,blaCTX-M-15=COMPLETE,blaKPC-2=COMPLETE,blaOKP-A-77=COMPLETE,blaOXA-1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,qnrB19=COMPLETE,qnrB=PARTIAL_END_OF_CONTIG		6122881	164	130360	ILLUMINA			Klebsiella quasipneumoniae subsp. quasipneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016444	Klebsiella pneumoniae ARLG-7438	PDT001020254.1	"ARLG-7438","Klebsiella pneumoniae ARLG-7438","SRS8887721"	GCA_021956765.1	SRR14450037	Colombia		2017	blood	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:28Z	aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,arr-3=COMPLETE,blaKPC-2=COMPLETE,blaNDM-1=COMPLETE,blaSHV-12=COMPLETE,blaSHV-1=COMPLETE,blaTEM=PARTIAL,ble=PARTIAL,dfrA27=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB19=COMPLETE,qnrB19=COMPLETE,sul1=COMPLETE		5754065	124	143824	ILLUMINA	PDS000076200.5		Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016442	Klebsiella pneumoniae ARLG-7436	PDT001020255.1	"ARLG-7436","Klebsiella pneumoniae ARLG-7436","SRS8887720"	GCA_021957305.1	SRR14450039	Colombia		2017	Non-wound abdominal	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:29Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5710256	116	257276	ILLUMINA	PDS000056116.16	46	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016441	Klebsiella pneumoniae ARLG-7435	PDT001020256.1	"ARLG-7435","Klebsiella pneumoniae ARLG-7435","SRS8887719"	GCA_021956785.1	SRR14450040	Colombia		2018	wound	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:29Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr7=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5641533	141	208285	ILLUMINA	PDS000056116.16	46	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016440	Klebsiella pneumoniae ARLG-7431	PDT001020257.1	"ARLG-7431","Klebsiella pneumoniae ARLG-7431","SRS8887717"	GCA_021956725.1	SRR14450041	Colombia		2017	wound	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:29Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,qnrB=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5659335	131	191095	ILLUMINA	PDS000056116.16	50	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016439	Klebsiella pneumoniae ARLG-7430	PDT001020258.1	"ARLG-7430","Klebsiella pneumoniae ARLG-7430","SRS8887718"	GCA_021956745.1	SRR14450042	Colombia		2017	urine	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:30Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib-cr=PARTIAL_END_OF_CONTIG,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5628191	127	203667	ILLUMINA	PDS000056116.16	45	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016438	Klebsiella pneumoniae ARLG-7429	PDT001020259.1	"ARLG-7429","Klebsiella pneumoniae ARLG-7429","SRS8887715"	GCA_021956705.1	SRR14450043	Colombia		2017	respiratory	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:30Z	aac(3)-IIe=COMPLETE,aac(6')-Ian=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VI=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaNDM-1=COMPLETE,blaOXA-1=COMPLETE,blaSHV-168=COMPLETE,blaTEM-26=COMPLETE,ble=PARTIAL,ble=PARTIAL_END_OF_CONTIG,catA1=COMPLETE,catB3=COMPLETE,dfrA1=COMPLETE,emrD=COMPLETE,erm=HMM,fosA=COMPLETE,qnrE2=COMPLETE,sul1=COMPLETE,sul2=PARTIAL		6023219	200	144962	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016437	Klebsiella pneumoniae ARLG-7428	PDT001020260.1	"ARLG-7428","Klebsiella pneumoniae ARLG-7428","SRS8887716"	GCA_021956585.1	SRR14450044	Colombia		2017	urine	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:30Z	aac(6')-Ib-cr5=COMPLETE,aadA2=COMPLETE,arr-3=COMPLETE,blaCTX-M-1=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaOXA=MISTRANSLATION,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,catB3=COMPLETE,dfrA12=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,mrx(A)=COMPLETE,mrx(A)=PARTIAL_END_OF_CONTIG,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB19=COMPLETE,sul1=COMPLETE		5542002	131	125412	ILLUMINA	PDS000076198.13		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016436	Klebsiella pneumoniae ARLG-7427	PDT001020261.1	"ARLG-7427","Klebsiella pneumoniae ARLG-7427","SRS8887714"	GCA_021956655.1	SRR14450045	Colombia		2017	urine	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:31Z	aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,arr-3=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,dfrA27=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,sul1=COMPLETE		5622451	137	114378	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016435	Klebsiella pneumoniae ARLG-7426	PDT001020262.1	"ARLG-7426","Klebsiella pneumoniae ARLG-7426","SRS8887713"	GCA_021956565.1	SRR14450046	Colombia		2017	wound	clinical	MDRO network	Homo sapiens	2021-05-06T05:25:31Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5689858	154	153109	ILLUMINA	PDS000056116.16	50	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016484	Klebsiella pneumoniae ARLG-7492	PDT001021708.1	"ARLG-7492","Klebsiella pneumoniae ARLG-7492","SRS8887766"	GCA_021952565.1	SRR14449993	Colombia		2018	urine	clinical	MDRO network	Homo sapiens	2021-05-07T04:20:53Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5674552	145	176334	ILLUMINA	PDS000056116.16	52	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016483	Klebsiella pneumoniae ARLG-7491	PDT001021709.1	"ARLG-7491","Klebsiella pneumoniae ARLG-7491","SRS8887765"	GCA_021952095.1	SRR14449994	Colombia		2018	wound	clinical	MDRO network	Homo sapiens	2021-05-07T04:20:53Z	aac(3)-IIe=COMPLETE,aac(6')-Ian=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aadA16=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,arr-3=COMPLETE,blaCTX-M-15=COMPLETE,blaNDM-1=COMPLETE,blaOXA-1=COMPLETE,blaSHV-1=COMPLETE,blaSHV=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,ble=COMPLETE,catA1=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA1=COMPLETE,dfrA27=COMPLETE,dfrA50=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_D87A=POINT,gyrA_S83F=POINT,mph(A)=COMPLETE,mrx(A)=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB6=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		6038169	132	262803	ILLUMINA	PDS000076193.14		Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016482	Klebsiella pneumoniae ARLG-7489	PDT001021710.1	"ARLG-7489","Klebsiella pneumoniae ARLG-7489","SRS8887764"	GCA_021952155.1	SRR14449995	Colombia		2018	blood	clinical	MDRO network	Homo sapiens	2021-05-07T04:20:54Z	aac(6')-Ib=COMPLETE,blaKPC-3=COMPLETE,blaSHV-1=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxA=PARTIAL_END_OF_CONTIG,oqxB=COMPLETE		5456122	108	120416	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016476	Klebsiella pneumoniae ARLG-7479	PDT001021711.1	"ARLG-7479","Klebsiella pneumoniae ARLG-7479","SRS8887758"	GCA_021952075.1	SRR14450001	Colombia		2018	Non-wound abdominal	clinical	MDRO network	Homo sapiens	2021-05-07T04:20:54Z	aac(6')-Ib-cr5=COMPLETE,blaKPC-2=COMPLETE,blaSHV-11=COMPLETE,blaTEM=PARTIAL,emrD=COMPLETE,fosA=COMPLETE,oqxA=COMPLETE,oqxB=COMPLETE,qnrB6=COMPLETE,sul1=COMPLETE		5634192	146	102823	ILLUMINA			Klebsiella pneumoniae			
Klebsiella pneumoniae	PRJNA658369	SAMN19016475	Klebsiella pneumoniae ARLG-7478	PDT001021712.1	"ARLG-7478","Klebsiella pneumoniae ARLG-7478","SRS8887757"	GCA_021952055.1	SRR14450002	Colombia		2018	urine	clinical	MDRO network	Homo sapiens	2021-05-07T04:20:54Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(D)=COMPLETE		5725771	159	126467	ILLUMINA	PDS000056116.16	47	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016474	Klebsiella pneumoniae ARLG-7477	PDT001021714.1	"ARLG-7477","Klebsiella pneumoniae ARLG-7477","SRS8887755"	GCA_021952545.1	SRR14450004	Colombia		2018	blood	clinical	MDRO network	Homo sapiens	2021-05-07T04:20:55Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,qnrB=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5671525	185	86501	ILLUMINA	PDS000056116.16	49	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016460	Klebsiella pneumoniae ARLG-7460	PDT001021715.1	"ARLG-7460","Klebsiella pneumoniae ARLG-7460","SRS8887740"	GCA_021952015.1	SRR14450019	Colombia		2018	wound	clinical	MDRO network	Homo sapiens	2021-05-07T04:20:55Z	aac(3)-IId=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aac(6')-Ib=PARTIAL_END_OF_CONTIG,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,blaTEM-1=COMPLETE,blaTEM=PARTIAL_END_OF_CONTIG,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,sul2=COMPLETE,tet(D)=COMPLETE		5741902	139	316770	ILLUMINA	PDS000056116.16	49	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
Klebsiella pneumoniae	PRJNA658369	SAMN19016459	Klebsiella pneumoniae ARLG-7459	PDT001021716.1	"ARLG-7459","Klebsiella pneumoniae ARLG-7459","SRS8887739"	GCA_021951995.1	SRR14450020	Colombia		2018	urine	clinical	MDRO network	Homo sapiens	2021-05-07T04:20:55Z	aac(6')-Ian=COMPLETE,aac(6')-Ib-cr5=COMPLETE,aac(6')-Ib=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaKPC-3=COMPLETE,blaOXA-1=COMPLETE,blaSHV-11=COMPLETE,catB3=PARTIAL_END_OF_CONTIG,dfrA14=COMPLETE,emrD=COMPLETE,fosA=COMPLETE,gyrA_S83I=POINT,oqxA=COMPLETE,oqxB=COMPLETE,parC_S80I=POINT,qnrB1=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE		5763450	152	170344	ILLUMINA	PDS000056116.16	47	Klebsiella pneumoniae		ybtP=COMPLETE,ybtQ=COMPLETE	
