acc	pais	bioproject	anio	st	cc258	kpc	ndm	carb
GCA_029079865.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029079885.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029079895.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029079905.1	Brazil	PRJNA940446	2021	340	si	si	no	si
GCA_029079945.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029079965.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029079985.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029079995.1	Brazil	PRJNA940446	2021	16	no	si	no	si
GCA_029080005.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029080045.1	Brazil	PRJNA940446	2021	340	si	si	no	si
GCA_029080065.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029080085.1	Brazil	PRJNA940446	2021	258	si	si	no	si
GCA_029080125.1	Brazil	PRJNA940446	2021	258	si	si	no	si
GCA_029080145.1	Brazil	PRJNA940446	2021	11	si	si	no	si
GCA_029193615.1	Chile	PRJNA941503	2022	23	no	si	no	si
GCA_029458035.1	Brazil	PRJNA717735	2019	225	no	si	si	si
GCA_029589035.1	Chile	PRJNA941503	2020	23	no	no	no	no
GCA_029889725.1	Brazil	PRJNA955456	2016	105	no	no	no	no
GCA_029955665.1	Ecuador	PRJNA953974	2022	25	no	no	no	no
GCA_029955695.1	Ecuador	PRJNA953974	2022	881	no	no	no	si
GCA_029955685.1	Ecuador	PRJNA953974	2021	348	no	si	no	si
GCA_029955805.1	Ecuador	PRJNA953974	2021	348	no	si	no	si
GCA_029955815.1	Ecuador	PRJNA953974	2022	-	no	si	no	si
GCA_029955825.1	Ecuador	PRJNA953974	2022	307	no	si	no	si
GCA_029955875.1	Ecuador	PRJNA953974	2022	258	si	si	no	si
GCA_029955895.1	Ecuador	PRJNA953974	2022	276	no	si	no	si
GCA_029955935.1	Ecuador	PRJNA953974	2022	307	no	si	no	si
GCA_029955965.1	Ecuador	PRJNA953974	2022	307	no	si	no	si
GCA_029955985.1	Ecuador	PRJNA953974	2022	5	no	si	no	si
GCA_029956045.1	Ecuador	PRJNA953974	2022	5	no	si	no	si
GCA_029956095.1	Ecuador	PRJNA953974	2021	258	si	si	no	si
GCA_029956125.1	Ecuador	PRJNA953974	2022	307	no	si	no	si
GCA_029956145.1	Ecuador	PRJNA953974	2021	307	no	si	no	si
GCA_029956195.1	Ecuador	PRJNA953974	2022	17	no	no	no	no
GCA_029956185.1	Ecuador	PRJNA953974	2021	152	no	si	no	si
GCA_029956205.1	Ecuador	PRJNA953974	2022	15	no	si	no	si
GCA_031047515.1	Chile	PRJNA971580	2022	23	no	si	no	si
GCA_030016835.1	Ecuador	PRJNA953974	2022	307	no	si	no	si
GCA_030016955.1	Ecuador	PRJNA953974	2022	147	no	no	si	si
GCA_030026945.2	Brazil	PRJNA785542	2017	6407	no	no	no	no
GCA_030061645.1	Chile	PRJNA815754	2019	505	no	no	si	si
GCA_030061665.1	Chile	PRJNA815754	2019	11	si	si	no	si
GCA_030061685.1	Chile	PRJNA815754	2019	45	no	no	si	si
GCA_030061715.1	Chile	PRJNA815754	2019	11	si	no	no	no
GCA_030061755.1	Chile	PRJNA815754	2019	25	no	no	no	no
GCA_030061775.1	Chile	PRJNA815754	2019	25	no	si	no	si
GCA_030061795.1	Chile	PRJNA815754	2019	25	no	no	si	si
GCA_030061815.1	Chile	PRJNA815754	2019	11	si	si	no	si
GCA_030061865.1	Chile	PRJNA815754	2018	25	no	no	si	si
GCA_030162605.1	Argentina	PRJNA954772	2015	25	no	si	no	si
GCA_030162635.1	Argentina	PRJNA954772	2017	25	no	si	no	si
GCA_030162655.1	Argentina	PRJNA954772	2015	25	no	si	no	si
GCA_030162665.1	Argentina	PRJNA954772	2015	25	no	si	no	si
GCA_030162715.1	Argentina	PRJNA954772	2017	25	no	si	no	si
GCA_030372415.1	Peru	PRJNA865026	2018	147	no	no	si	si
GCA_030372405.1	Peru	PRJNA865026	2018	348	no	no	si	si
GCA_030372445.1	Peru	PRJNA865026	2018	4872	no	no	si	si
GCA_030372465.1	Peru	PRJNA865026	2018	147	no	no	si	si
GCA_030372515.1	Peru	PRJNA865026	2018	147	no	no	si	si
GCA_030372545.1	Peru	PRJNA865026	2018	147	no	no	si	si
GCA_030372565.1	Peru	PRJNA865026	2018	147	no	si	si	si
GCA_030372595.1	Peru	PRJNA865026	2018	4872	no	no	si	si
GCA_030372645.1	Peru	PRJNA865026	2018	147	no	no	si	si
GCA_030372665.1	Peru	PRJNA865026	2018	11	si	si	no	si
GCA_030372685.1	Peru	PRJNA865026	2018	147	no	no	si	si
GCA_030372715.1	Peru	PRJNA865026	2018	147	no	no	si	si
GCA_030462605.1	Brazil	PRJNA936123	2018	437	si	si	no	si
GCA_031011145.1	Brazil	PRJNA1000963	2020	11	si	si	no	si
GCA_031011085.1	Brazil	PRJNA1000963	2019	11	si	si	no	si
GCA_031011125.1	Brazil	PRJNA1000963	2018	11	si	si	no	si
GCA_031011105.1	Brazil	PRJNA1000963	2018	11	si	si	no	si
GCA_031011025.1	Brazil	PRJNA1000963	2018	340	si	si	no	si
GCA_031011045.1	Brazil	PRJNA1000963	2018	16	no	si	no	si
GCA_031010985.1	Brazil	PRJNA1000963	2021	16	no	si	no	si
GCA_031011005.1	Brazil	PRJNA1000963	2021	16	no	si	no	si
GCA_031011065.1	Brazil	PRJNA1000963	2021	16	no	si	no	si
GCA_031010935.1	Brazil	PRJNA1000963	2020	6326	no	si	no	si
GCA_031010915.1	Brazil	PRJNA1000963	2020	11	si	si	no	si
GCA_031010955.1	Brazil	PRJNA1000963	2020	16	no	si	no	si
GCA_031010865.1	Brazil	PRJNA1000963	2020	48	no	si	no	si
GCA_031009745.1	Brazil	PRJNA1003529	2021	16	no	si	no	si
GCA_031009665.1	Brazil	PRJNA1003529	2020	16	no	si	no	si
GCA_031009725.1	Brazil	PRJNA1003529	2020	258	si	si	no	si
GCA_031009705.1	Brazil	PRJNA1003529	2020	16	no	si	no	si
GCA_031009645.1	Brazil	PRJNA1003529	2020	16	no	si	no	si
GCA_031009685.1	Brazil	PRJNA1003529	2020	16	no	si	no	si
GCA_031009575.1	Brazil	PRJNA1003529	2020	16	no	si	no	si
GCA_031462875.1	Argentina	PRJNA996143	2020	11	si	si	no	si
GCA_031462885.1	Argentina	PRJNA996143	2020	258	si	si	no	si
GCA_031462915.1	Argentina	PRJNA996143	2019	629	no	si	no	si
GCA_031463005.1	Argentina	PRJNA996143	2019	258	si	si	no	si
GCA_032253935.1	Chile	PRJNA1020101	2022	23	no	si	no	si
GCA_032636765.1	Peru	PRJNA990326	2018	219	no	no	si	si
GCA_032636745.1	Peru	PRJNA990326	2019	11	si	no	si	si
GCA_032636705.1	Peru	PRJNA990326	2018	45	no	no	si	si
GCA_032636725.1	Peru	PRJNA990326	2019	45	no	no	si	si
GCA_032636685.1	Peru	PRJNA990326	2019	709	no	no	si	si
GCA_032636645.1	Peru	PRJNA990326	2018	45	no	no	si	si
GCA_032636665.1	Peru	PRJNA990326	2019	7693	no	no	si	si
GCA_032636605.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636625.1	Peru	PRJNA990326	2018	5889	no	no	si	si
GCA_032636585.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636565.1	Peru	PRJNA990326	2018	11	si	no	si	si
GCA_032636545.1	Peru	PRJNA990326	2018	37	no	si	no	si
GCA_032636525.1	Peru	PRJNA990326	2018	45	no	no	si	si
GCA_032636505.1	Peru	PRJNA990326	2019	1728	no	no	si	si
GCA_032636485.1	Peru	PRJNA990326	2018	45	no	no	si	si
GCA_032636465.1	Peru	PRJNA990326	2019	7693	no	no	si	si
GCA_032636445.1	Peru	PRJNA990326	2019	11	si	no	si	si
GCA_032636405.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636425.1	Peru	PRJNA990326	2019	37	no	no	si	si
GCA_032636385.1	Peru	PRJNA990326	2018	11	si	no	si	si
GCA_032636365.1	Peru	PRJNA990326	2018	11	si	no	si	si
GCA_032636315.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636345.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636165.1	Peru	PRJNA990326	2017	147	no	no	si	si
GCA_032636125.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636105.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636085.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636065.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636045.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032636005.1	Peru	PRJNA990326	2017	147	no	no	si	si
GCA_032636025.1	Peru	PRJNA990326	2016	11	si	si	no	si
GCA_032635965.1	Peru	PRJNA990326	2017	36	no	no	no	si
GCA_032635985.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032635925.1	Peru	PRJNA990326	2017	45	no	no	si	si
GCA_032635945.1	Peru	PRJNA990326	2017	219	no	no	si	si
GCA_032635905.1	Peru	PRJNA990326	2017	15	no	no	si	si
GCA_032635885.1	Peru	PRJNA990326	2017	152	no	no	no	si
GCA_032635865.1	Peru	PRJNA990326	2017	152	no	no	no	si
GCA_032635845.1	Peru	PRJNA990326	2017	76	no	si	no	si
GCA_032635805.1	Peru	PRJNA990326	2017	147	no	no	si	si
GCA_032635825.1	Peru	PRJNA990326	2017	15	no	no	si	si
GCA_032635785.1	Peru	PRJNA990326	2017	107	no	no	no	si
GCA_032635765.1	Peru	PRJNA990326	2017	147	no	no	si	si
GCA_032635745.1	Peru	PRJNA990326	2017	-	no	no	no	si
GCA_032635725.1	Peru	PRJNA990326	2017	-	no	no	si	si
GCA_032635685.1	Peru	PRJNA990326	2017	147	no	no	si	si
GCA_032658085.1	Colombia	PRJNA1001578	2023	45	no	no	no	no
GCA_033955015.2	Brazil	PRJNA926954	2022	11	si	no	si	si
GCA_034461745.1	Ecuador	PRJNA1051122	2020	-	no	si	no	si
GCA_034461765.1	Ecuador	PRJNA1051122	2020	-	no	si	no	si
GCA_035615435.1	Brazil	PRJNA768854	2014	340	si	si	no	si
GCA_042770455.1	Colombia	PRJNA937403	2020	14	no	si	no	si
GCA_042852605.1	Colombia	PRJNA937403	2020	14	no	si	no	si
GCA_042770435.1	Colombia	PRJNA937403	2021	-	no	si	no	si
GCA_042769575.1	Colombia	PRJNA937403	2020	17	no	si	si	si
GCA_042769515.1	Colombia	PRJNA937403	2020	17	no	si	si	si
GCA_042769495.1	Colombia	PRJNA937403	2020	236	no	si	no	si
GCA_042769455.1	Colombia	PRJNA937403	2019	219	no	si	no	si
GCA_042769255.1	Colombia	PRJNA937403	2020	29	no	no	si	si
GCA_042769215.1	Colombia	PRJNA937403	2020	14	no	si	no	si
GCA_042769235.1	Colombia	PRJNA937403	2021	258	si	si	no	si
GCA_042769175.1	Colombia	PRJNA937403	2019	258	si	si	no	si
GCA_042769155.1	Colombia	PRJNA937403	2020	236	no	si	no	si
GCA_042769095.1	Colombia	PRJNA937403	2020	11	si	si	no	si
GCA_042769105.1	Colombia	PRJNA937403	2020	129	no	si	no	si
GCA_042769075.1	Colombia	PRJNA937403	2021	14	no	si	no	si
GCA_042769055.1	Colombia	PRJNA937403	2021	22	no	si	no	si
GCA_042768975.1	Colombia	PRJNA937403	2019	219	no	si	no	si
GCA_042805535.1	Colombia	PRJNA937403	2018	258	si	si	no	si
GCA_042854825.1	Colombia	PRJNA937403	2020	14	no	si	no	si
GCA_042807405.1	Colombia	PRJNA937403	2018	348	no	si	no	si
GCA_042854875.1	Colombia	PRJNA937403	2018	348	no	si	no	si
GCA_042852545.1	Colombia	PRJNA937403	2020	392	no	si	no	si
GCA_042854895.1	Colombia	PRJNA937403	2012	-	no	si	no	si
GCA_042854745.1	Colombia	PRJNA937403	2019	219	no	no	no	no
GCA_042766985.1	Colombia	PRJNA937403	2016	14	no	si	no	si
GCA_042854715.1	Colombia	PRJNA937403	2019	219	no	si	no	si
GCA_042767075.1	Colombia	PRJNA937403	2018	12	no	si	no	si
GCA_042807295.1	Colombia	PRJNA937403	2015	512	si	si	no	si
GCA_042854695.1	Colombia	PRJNA937403	2018	219	no	si	no	si
GCA_042852245.1	Colombia	PRJNA937403	2020	433	no	si	si	si
GCA_042766895.1	Colombia	PRJNA937403	2020	236	no	si	no	si
GCA_045007595.1	Colombia	PRJNA937403	2019	433	no	si	si	si
GCA_042852135.1	Colombia	PRJNA937403	2019	11	si	si	no	si
GCA_042768005.1	Colombia	PRJNA937403	2019	433	no	si	si	si
GCA_042854655.1	Colombia	PRJNA937403	2020	258	si	si	no	si
GCA_042766735.1	Colombia	PRJNA937403	2019	433	no	si	si	si
GCA_042807225.1	Colombia	PRJNA937403	2019	36	no	no	si	si
GCA_042766715.1	Colombia	PRJNA937403	2019	219	no	si	no	si
GCA_042852145.1	Colombia	PRJNA937403	2017	219	no	si	no	si
GCA_042805515.1	Colombia	PRJNA937403	2020	1082	no	si	no	si
GCA_042766675.1	Colombia	PRJNA937403	2021	258	si	si	no	si
GCA_042807205.1	Colombia	PRJNA937403	2019	1082	no	si	no	si
GCA_042852055.1	Colombia	PRJNA937403	2019	-	no	si	no	si
GCA_042766655.1	Colombia	PRJNA937403	2021	45	no	si	no	si
GCA_042807185.1	Colombia	PRJNA937403	2020	129	no	si	no	si
GCA_042807105.1	Colombia	PRJNA937403	2021	-	no	si	no	si
GCA_042852115.1	Colombia	PRJNA937403	2019	258	si	si	no	si
GCA_042807125.1	Colombia	PRJNA937403	2018	17	no	si	no	si
GCA_042851325.1	Colombia	PRJNA937403	2019	3994	no	si	no	si
GCA_042854465.1	Colombia	PRJNA937403	2018	348	no	si	no	si
GCA_042856335.1	Colombia	PRJNA937403	2014	163	no	no	no	no
GCA_042766495.1	Colombia	PRJNA937403	2020	1082	no	si	no	si
GCA_042807045.1	Colombia	PRJNA937403	2018	258	si	si	no	si
GCA_042856275.1	Colombia	PRJNA937403	2020	258	si	si	no	si
GCA_042766395.1	Colombia	PRJNA937403	2019	14	no	si	no	si
GCA_042807025.1	Colombia	PRJNA937403	2020	129	no	si	no	si
GCA_042807005.1	Colombia	PRJNA937403	2020	37	no	si	no	si
GCA_042851165.1	Colombia	PRJNA937403	2020	1082	no	si	no	si
GCA_042856255.1	Colombia	PRJNA937403	2020	512	si	si	no	si
GCA_042766235.1	Colombia	PRJNA937403	2020	258	si	si	no	si
GCA_042806965.1	Colombia	PRJNA937403	2021	17	no	si	no	si
GCA_042806925.1	Colombia	PRJNA937403	2018	258	si	si	no	si
GCA_042854545.1	Colombia	PRJNA937403	2019	1082	no	si	no	si
GCA_042806885.1	Colombia	PRJNA937403	2018	33	no	si	no	si
GCA_035968235.1	Brazil	PRJNA1044441	2022	340	si	si	si	si
GCA_036574225.1	Brazil	PRJNA717735	2019	11	si	si	no	si
GCA_036575065.1	Brazil	PRJNA717735	2019	528	no	no	si	si
GCA_036575125.1	Brazil	PRJNA717735	2019	37	no	no	si	si
GCA_036575145.1	Brazil	PRJNA717735	2019	111	no	no	si	si
GCA_036575305.1	Brazil	PRJNA717735	2018	449	no	no	si	si
GCA_036662835.1	Brazil	PRJNA1026117	2018	307	no	no	no	no
GCA_036662875.1	Brazil	PRJNA1026117	2018	307	no	no	no	no
GCA_036662855.1	Brazil	PRJNA1026117	2018	307	no	no	no	no
GCA_036662895.1	Brazil	PRJNA1026117	2018	307	no	no	no	no
GCA_036662915.1	Colombia	PRJNA1026593	2014	15	no	si	no	si
GCA_036668115.1	Colombia	PRJNA1001578	2023	258	si	no	no	no
GCA_036759715.2	Brazil	PRJNA1061161	2022	3128	no	si	si	si
GCA_036903465.1	Chile	PRJNA910606	2021	23	no	si	no	si
GCA_036937535.1	Ecuador	PRJNA956653	2020	1774	no	no	no	no
GCA_036937525.1	Ecuador	PRJNA956653	2020	45	no	no	no	no
GCA_036937545.1	Ecuador	PRJNA956653	2020	45	no	no	no	no
GCA_036937565.1	Ecuador	PRJNA956653	2020	45	no	no	no	no
GCA_036937585.1	Ecuador	PRJNA956653	2020	-	no	si	no	si
GCA_036937625.1	Ecuador	PRJNA956653	2021	629	no	si	no	si
GCA_036937655.1	Ecuador	PRJNA956653	2021	-	no	no	no	no
GCA_036937675.1	Ecuador	PRJNA956653	2020	629	no	si	no	si
GCA_036937635.1	Ecuador	PRJNA956653	2020	629	no	si	no	si
GCA_036937725.1	Ecuador	PRJNA956653	2020	45	no	no	no	no
GCA_036937735.1	Ecuador	PRJNA956653	2020	45	no	no	no	no
GCA_036937745.1	Ecuador	PRJNA956653	2020	307	no	si	no	si
GCA_036937785.1	Ecuador	PRJNA956653	2020	45	no	no	no	no
GCA_037052625.1	Brazil	PRJNA1082284	2022	11	si	no	si	si
GCA_037448915.1	Argentina	PRJNA1062347	2022	258	si	no	si	si
GCA_037449035.1	Argentina	PRJNA1062347	2022	258	si	no	si	si
GCA_037449055.1	Argentina	PRJNA1062347	2022	258	si	no	si	si
GCA_037449075.1	Argentina	PRJNA1062347	2022	258	si	no	si	si
GCA_037449135.1	Argentina	PRJNA1062347	2022	258	si	si	si	si
GCA_037402565.1	Ecuador	PRJNA953974	2022	551	no	si	no	si
GCA_037545305.1	Peru	PRJNA936133	2022	629	no	si	no	si
GCA_037545325.1	Peru	PRJNA936133	2022	629	no	si	no	si
GCA_037545365.1	Peru	PRJNA936133	2022	661	no	no	si	si
GCA_037545385.1	Peru	PRJNA936133	2022	629	no	si	no	si
GCA_037545405.1	Peru	PRJNA936133	2022	629	no	si	no	si
GCA_037545505.1	Peru	PRJNA936133	2021	258	si	si	no	si
GCA_037545545.1	Peru	PRJNA936133	2022	45	no	si	si	si
GCA_037545565.1	Peru	PRJNA936133	2022	258	si	si	no	si
GCA_037545645.1	Peru	PRJNA936133	2022	45	no	si	si	si
GCA_037545665.1	Peru	PRJNA936133	2022	15	no	no	si	si
GCA_042992595.1	Brazil	PRJNA1087366	2020	11	si	si	no	si
GCA_042992615.1	Brazil	PRJNA1087366	2019	34	no	no	no	no
GCA_042991535.1	Brazil	PRJNA1087366	2019	11	si	si	no	si
GCA_042991555.1	Brazil	PRJNA1087366	2019	437	si	si	no	si
GCA_045176285.1	Brazil	PRJNA1087366	2019	437	si	si	no	si
GCA_042991495.1	Brazil	PRJNA1087366	2019	3680	no	no	no	no
GCA_045176205.1	Brazil	PRJNA1087366	2019	2648	no	no	no	no
GCA_042988175.1	Brazil	PRJNA1087366	2019	1441	no	no	no	no
GCA_038433245.1	Brazil	PRJNA1100451	2023	11	si	si	no	si
GCA_038433235.1	Brazil	PRJNA1100451	2023	11	si	si	no	si
GCA_038433285.1	Brazil	PRJNA1100451	2023	11	si	si	no	si
GCA_038433305.1	Brazil	PRJNA1100451	2023	11	si	si	no	si
GCA_040017175.1	Brazil	PRJNA1117043	2016	-	no	no	no	no
GCA_040151195.1	Brazil	PRJNA677881	2013	874	no	no	no	no
GCA_040270635.1	Argentina	PRJNA1123654	2010	258	si	si	no	si
GCA_040270885.1	Argentina	PRJNA1123654	2010	258	si	si	no	si
GCA_040271265.1	Argentina	PRJNA1123654	2010	258	si	si	no	si
GCA_040407925.1	Argentina	PRJNA1101533	2022	258	si	no	si	si
GCA_040408245.1	Argentina	PRJNA972977	2022	258	si	no	si	si
GCA_040493715.1	Brazil	PRJNA975155	2021	15	no	no	si	si
GCA_040493735.1	Brazil	PRJNA975155	2021	15	no	no	si	si
GCA_040493745.1	Brazil	PRJNA975155	2021	11	si	si	no	si
GCA_040493775.1	Brazil	PRJNA975155	2021	-	no	si	no	si
GCA_040493795.1	Brazil	PRJNA975155	2021	25	no	si	si	si
GCA_040493815.1	Brazil	PRJNA975155	2021	25	no	no	si	si
GCA_040493875.1	Brazil	PRJNA975155	2021	15	no	no	si	si
GCA_040529165.1	Argentina	PRJNA1121092	2010	258	si	no	no	no
GCA_040687985.1	Peru	PRJNA1129078	2021	258	si	no	no	no
GCA_040687995.1	Peru	PRJNA1129078	2021	258	si	si	no	si
GCA_040751695.1	Brazil	PRJNA915920	2019	15	no	no	no	no
GCA_040751735.1	Brazil	PRJNA915920	2019	15	no	no	no	no
GCA_040983885.2	Argentina	PRJNA1140135	2015	252	no	no	no	si
GCA_041026665.1	Brazil	PRJNA1139812	2021	258	si	si	no	si
GCA_041212775.1	Brazil	PRJNA1143028	2021	258	si	no	no	no
GCA_041213405.1	Brazil	PRJNA1143028	2021	16	no	no	no	no
GCA_041213435.1	Brazil	PRJNA1143028	2021	11	si	no	no	no
GCA_041214325.1	Brazil	PRJNA1143028	2021	11	si	si	no	si
GCA_041215515.1	Brazil	PRJNA1143028	2021	258	si	no	no	no
GCA_041216295.1	Brazil	PRJNA1143028	2021	258	si	no	no	no
GCA_041216965.1	Brazil	PRJNA1143028	2021	258	si	no	no	no
GCA_041217655.1	Brazil	PRJNA1143028	2021	11	si	si	no	si
GCA_041218425.1	Brazil	PRJNA1143028	2021	512	si	no	no	no
GCA_041218735.1	Brazil	PRJNA1143028	2021	11	si	no	no	no
GCA_041218905.1	Brazil	PRJNA1143028	2021	11	si	si	no	si
GCA_041219915.1	Brazil	PRJNA1143028	2021	512	si	no	no	no
GCA_041220685.1	Brazil	PRJNA1143028	2021	11	si	no	no	no
GCA_041221275.1	Brazil	PRJNA1143028	2021	11	si	si	no	si
GCA_041221345.1	Brazil	PRJNA1143028	2021	258	si	si	no	si
GCA_041221375.1	Brazil	PRJNA1143028	2021	11	si	no	no	no
GCA_041221385.1	Brazil	PRJNA1143028	2021	11	si	no	no	no
GCA_041221395.1	Brazil	PRJNA1143028	2021	16	no	si	no	si
GCA_041221405.1	Brazil	PRJNA1143028	2020	11	si	no	no	no
GCA_041221755.1	Brazil	PRJNA1143028	2021	11	si	si	no	si
GCA_041221885.1	Brazil	PRJNA1143028	2021	25	no	no	no	no
GCA_041221895.1	Brazil	PRJNA1143028	2020	11	si	si	no	si
GCA_041221905.1	Brazil	PRJNA1143028	2020	16	no	si	no	si
GCA_041221915.1	Brazil	PRJNA1143028	2021	16	no	no	no	no
GCA_041221925.1	Brazil	PRJNA1143028	2020	258	si	si	no	si
GCA_041221935.1	Brazil	PRJNA1143028	2021	258	si	si	no	si
GCA_041222145.1	Brazil	PRJNA1143028	2020	258	si	si	no	si
GCA_041222155.1	Brazil	PRJNA1143028	2020	11	si	si	no	si
GCA_041222165.1	Brazil	PRJNA1143028	2020	11	si	si	no	si
GCA_041222175.1	Brazil	PRJNA1143028	2019	258	si	si	no	si
GCA_041222185.1	Brazil	PRJNA1143028	2020	11	si	no	no	no
GCA_041222195.1	Brazil	PRJNA1143028	2020	11	si	no	no	no
GCA_041222585.1	Brazil	PRJNA1143028	2019	11	si	no	no	no
GCA_041222685.1	Brazil	PRJNA1143028	2019	11	si	si	no	si
GCA_041222695.1	Brazil	PRJNA1143028	2019	11	si	no	no	no
GCA_041358095.1	Brazil	PRJNA1147215	2020	258	si	si	no	si
GCA_041387235.1	Brazil	PRJNA985218	2019	855	no	si	no	si
GCA_041949855.1	Brazil	PRJNA677881	2010	340	si	si	no	si
GCA_041986685.1	Brazil	PRJNA823356	2022	11	si	si	no	si
GCA_042136415.1	Chile	PRJNA1161185	2023	25	no	si	no	si
GCA_042160135.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042160215.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042607485.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042607505.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042607525.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042607545.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042607585.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042607645.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042607665.1	Brazil	PRJNA1017435	2021	16	no	si	si	si
GCA_042607735.1	Brazil	PRJNA1017435	2021	11	si	si	si	si
GCA_042607805.1	Brazil	PRJNA1017435	2016	11	si	si	si	si
GCA_043848745.1	Brazil	PRJNA1100951	2022	45	no	no	no	no
GCA_044623695.1	Argentina	PRJNA1179977	2022	15	no	si	no	si
GCA_044623715.1	Argentina	PRJNA1179977	2022	14	no	si	no	si
GCA_045222865.1	Chile	PRJNA1044051	2021	45	no	si	si	si
GCA_045223295.1	Chile	PRJNA1044051	2021	25	no	si	si	si
GCA_046543535.1	Argentina	PRJNA1139777	2021	307	no	si	si	si
GCA_046543595.1	Argentina	PRJNA1139777	2020	307	no	si	si	si
GCA_046543665.1	Argentina	PRJNA1139777	2020	307	no	si	si	si
GCA_047394525.1	Brazil	PRJNA1116078	2021	11	si	no	si	si
GCA_047569855.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047569815.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047569755.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047569715.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047569735.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047569695.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047569675.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047569655.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047569635.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047569615.1	Chile	PRJNA962904	2018	15	no	no	no	no
GCA_047569595.1	Chile	PRJNA962904	2018	25	no	no	no	no
GCA_047569575.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047658855.1	Chile	PRJNA962904	2018	25	no	no	no	no
GCA_047569555.1	Chile	PRJNA962904	2018	13	no	no	no	no
GCA_047569535.1	Chile	PRJNA962904	2018	13	no	no	no	no
GCA_047658805.1	Chile	PRJNA962904	2018	15	no	no	no	no
GCA_047569515.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047569475.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047569495.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047569455.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047569435.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047569415.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047569375.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047569355.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047569335.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047569295.1	Chile	PRJNA962904	2018	25	no	no	no	no
GCA_047569315.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047569235.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047569215.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047569195.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047569275.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569175.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569135.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569115.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569155.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569095.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569075.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569055.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047568995.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569015.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047569035.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047568955.1	Chile	PRJNA962904	2019	11	si	no	no	no
