accesion	tipo_registro	bioproject	biosample	pais	ciudad	anio	fecha_colecta	fuente_aislamiento	tipo_aislamiento	hospedero	colector	plataforma	n_contigs	longitud_total	st_pasteur	st_oxford	kl	ocl	carbapenemasa_adquirida	genes_carbapenemasa	tipos_rep_apt	oxa72_contexto
GCA_034297055.1	ensamblado_publico	PRJNA1012735	SAMN37443308	Paraguay	Asuncion	2022	2022-01-30	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		91	3963216	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_034297075.1	ensamblado_publico	PRJNA1012735	SAMN37443279	Paraguay	Asuncion	2021	2021-06-04	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		71	4090735	15	236	KL9	OCL7	si	blaOXA-23	r3-T14	
GCA_034297095.1	ensamblado_publico	PRJNA1012735	SAMN37443298	Paraguay	Asuncion	2021	2021-08-11	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		173	4068700	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034297115.1	ensamblado_publico	PRJNA1012735	SAMN37443302	Paraguay	Asuncion	2021	2021-08-26	purulent discharge	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		107	3966999	2	-	KL3	OCL1	si	blaOXA-23	ninguno	
GCA_034297135.1	ensamblado_publico	PRJNA1012735	SAMN37443304	Paraguay	Asuncion	2021	2021-09-24	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		93	3878648	2	-	KL3	OCL1	si	blaOXA-23	ninguno	
GCA_034297155.1	ensamblado_publico	PRJNA1012735	SAMN37443300	Paraguay	Asuncion	2021	2021-08-19	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		175	4069970	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034297175.1	ensamblado_publico	PRJNA1012735	SAMN37443297	Paraguay	Asuncion	2021	2021-07-13	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		149	4064808	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034297195.1	ensamblado_publico	PRJNA1012735	SAMN37443299	Paraguay	Asuncion	2021	2021-05-07	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		165	4062245	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034297215.1	ensamblado_publico	PRJNA1012735	SAMN37443296	Paraguay	Asuncion	2021	2021-06-01	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		97	4023490	25	1489	KL77	OCL5	si	blaOXA-23	r3-T6	
GCA_034297235.1	ensamblado_publico	PRJNA1012735	SAMN37443295	Paraguay	Asuncion	2021	2021-05-12	tracheal secretion	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		163	4069960	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034297265.1	ensamblado_publico	PRJNA1012735	SAMN37443294	Paraguay	Asuncion	2021	2021-04-07	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		167	4069104	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_034297275.1	ensamblado_publico	PRJNA1012735	SAMN37443291	Paraguay	Asuncion	2022	2022-02-21	blood culture	clinical	Homo sapiens	"""""""Hospital de Trauma """"""""""""""""Prof. Dr. Manuel Giagni"""""""		78	4004901	1	-	KL1	OCL1	si	blaOXA-23	r3-T14	
GCA_036533995.1	ensamblado_publico	PRJNA982036	SAMN35684174	Brasil		2019	2019-09-20	urine	clinical	Homo sapiens	Centro de Genomica e Biologia de Sistemas		102	3990053	79	-	KL9	OCL10	si	blaOXA-23	ninguno	
GCA_037545705.1	ensamblado_publico	PRJNA936143	SAMN33339886	Peru	Ayacucho	2022	2022	Bronchial secretion	clinical	Homo sapiens	Laboratorio de Bacteriologia Clinica		143	4080695	2	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28	r3-T18
GCA_037545745.1	ensamblado_publico	PRJNA936143	SAMN33339885	Peru	Ayacucho	2022	2022	Bronchial secretion	clinical	Homo sapiens	Laboratorio de Bacteriologia Clinica		137	4075721	2	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28	r3-T18
GCA_037545755.1	ensamblado_publico	PRJNA936143	SAMN33339884	Peru	Ayacucho	2022	2022	Bronchial secretion	clinical	Homo sapiens	Laboratorio de Bacteriologia Clinica		130	4076437	2	-	KL9	OCL1	si	blaOXA-72	r3-T18,r3-T28	r3-T18
GCA_037545805.1	ensamblado_publico	PRJNA936143	SAMN33339883	Peru	Amazonas	2022	2022	Bronchial secretion	clinical	Homo sapiens	Laboratorio de Bacteriologia Clinica		160	4011766	2	-	KL2	OCL1	no	ninguna	r3-T18,r3-T28	r3-T18
GCA_039677705.1	ensamblado_publico	PRJNA677881	SAMN41327081	Brasil		2021	2021-11	blood	clinical	Homo sapiens	LACEN-BA		41	4051912	-	-	KL6	OCL2	si	blaNDM-1,blaOXA-58	r3-T15,r3-T61	
GCA_039677725.1	ensamblado_publico	PRJNA677881	SAMN41327080	Brasil		2021	2021-11	blood	clinical	Homo sapiens	LACEN-BA		56	4058296	-	-	KL6	OCL2	si	blaNDM-1,blaOXA-58	r3-T15,r3-T61	
GCA_039677745.1	ensamblado_publico	PRJNA677881	SAMN41327078	Brasil		2021	2021-03	urine	clinical	Homo sapiens	LACEN-AM		129	4257998	464	878	KL210	OCL6	si	blaNDM,blaOXA-58	r3-T13,r3-T3	
GCA_039677765.1	ensamblado_publico	PRJNA677881	SAMN41327079	Brasil		2021	2021-08		clinical	Homo sapiens	LACEN-BA		39	4051901	-	-	KL6	OCL2	si	blaNDM-1,blaOXA-58	r3-T15,r3-T61	
GCA_040151215.1	ensamblado_publico	PRJNA677881	SAMN41070179	Brasil		2011	2011	Rectal Swab	clinical	Homo sapiens	LAPIH-IOC,Fiocruz		66	4180614	150	718	KL81	OCL6	si	blaIMP-1,blaOXA-58	r3-T3,r3-T55,r3-T6	
GCA_040223795.1	ensamblado_publico	PRJNA1122506	SAMN41786558	Brasil	Belem	2019	2019-09-20	Bone fragment	clinical	Homo sapiens	Centro de Genomica e Biologia de Sistemas		69	3888885	1	-	KL17	OCL1	si	blaOXA-23	r3-T1	
GCA_041501475.1	ensamblado_publico	PRJNA1149802	SAMN43259724	Brasil	Sao Paulo	2015	2015-10	rectal swab	clinical	Homo sapiens	Fleury Group		7	4050330	329	-	KL9	OCL6	si	blaNDM-1	r3-T5,r3-T7	
GCA_041927285.1	ensamblado_publico	PRJNA1158483	SAMN43539523	Argentina	Buenos Aires	2021	2021	sputum	clinical	Homo sapiens	ANLIS		3	4160607	79	-	KL9	OCL10	si	blaNDM-1,blaOXA-23	ninguno	
GCA_042142835.1	ensamblado_publico	PRJNA1126181	SAMN41934856	Bolivia		2016	2016	Respiratory/sputum	clinical	Homo sapiens			2	4195070	25	1489	KL22	OCL5	si	blaOXA-23	ninguno	
GCA_042153585.1	ensamblado_publico	PRJNA1126181	SAMN41934847	Argentina		2018	2018	tracheal aspirate	clinical	Homo sapiens			5	4253106	25	691	KL23	OCL5	si	blaOXA-23	r3-T14	
GCA_042862905.1	ensamblado_publico	PRJNA1000208	SAMN36763541	Brasil	Belem	2019	2019-09-20	bone fragment	clinical	Homo sapiens	Centro de Genomica e Biologia de Sistemas		65	3876074	1	-	KL17	OCL1	si	blaOXA-23	ninguno	
GCA_042862925.1	ensamblado_publico	PRJNA1000208	SAMN36763485	Brasil	Belem	2019	2019-09-20	urine	clinical	Homo sapiens	Centro de Genomica e Biologia de Sistemas		102	3990053	79	-	KL9	OCL10	si	blaOXA-23	ninguno	
GCA_042938265.1	ensamblado_publico	PRJNA1003529	SAMN40418818	Brasil	Sao Jose do Rio Preto	2020	2020-08-11	tracheal aspirate	clinical	Homo sapiens	Famerp	ILLUMINA	119	4226689	730	-	KL22	OCL10	si	blaOXA-23	r3-T1,r3-T13	
GCA_042939275.1	ensamblado_publico	PRJNA1003529	SAMN40418817	Brasil	Sao Jose do Rio Preto	2020	2020-07-31	tracheal aspirate	clinical	Homo sapiens	Famerp	ILLUMINA	144	4166012	79	-	KL9	OCL10	si	blaOXA-23	r3-T1,rP-T1	
GCA_045064695.1	ensamblado_publico	PRJNA1081428	SAMN41177304	Argentina		2014	2014-11-26		clinical		Infectious Disease Research Center (CRI)		25	4083870	1	-	KL1	OCL1	no	ninguna	r3-T13,r3-T14	
GCA_045066095.1	ensamblado_publico	PRJNA1081428	SAMN41177268	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		43	3966265	15	104	KL77	OCL7	no	ninguna	r3-T3,r3-T36,r3-T68	
GCA_045066125.1	ensamblado_publico	PRJNA1081428	SAMN41177266	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		40	3932851	15	225	KL22	OCL7	no	ninguna	r3-T14,r3-T3	
GCA_045066145.1	ensamblado_publico	PRJNA1081428	SAMN41177267	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		41	4099053	79	-	KL77	OCL10	no	ninguna	r3-T36	
GCA_045066255.1	ensamblado_publico	PRJNA1081428	SAMN41177264	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		107	3924060	15	692	KL81	OCL7	si	blaOXA-58	r3-T14,r3-T32,r3-T36,r3-T68	
GCA_045066275.1	ensamblado_publico	PRJNA1081428	SAMN41177263	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		212	3823466	109	-	KL49	OCL3	no	ninguna	r3-T5,r3-T6	
GCA_045066335.1	ensamblado_publico	PRJNA1081428	SAMN41177261	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		50	4000541	79	-	KL77	OCL10	no	ninguna	r3-T14	
GCA_045066365.1	ensamblado_publico	PRJNA1081428	SAMN41177259	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		48	4141911	15	225	KL22	OCL7	no	ninguna	r3-T14,r3-T3,r3-T36,r3-T68	
GCA_045066455.1	ensamblado_publico	PRJNA1081428	SAMN41177258	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		39	3967524	15	104	KL77	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_045066515.1	ensamblado_publico	PRJNA1081428	SAMN41177257	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		48	3865892	109	542	KL49	OCL3	no	ninguna	r3-T5	
GCA_045066655.1	ensamblado_publico	PRJNA1081428	SAMN41177256	Argentina		NA			clinical	Homo sapiens	Infectious Disease Research Center (CRI)		77	3896654	109	542	KL49	OCL3	no	ninguna	r3-T28,r3-T5,r3-T6	
GCA_048067285.1	ensamblado_publico	PRJNA1197744	SAMN45814608	Paraguay	Itaugua	2024	2024-01-14	tracheal secretion	clinical	Homo sapiens	National Hospital of Itaugua		2	4062363	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_048067295.1	ensamblado_publico	PRJNA1197744	SAMN45814607	Paraguay	Itaugua	2024	2024-01-03	tracheal secretion	clinical	Homo sapiens	National Hospital of Itaugua		2	4005867	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_048067305.1	ensamblado_publico	PRJNA1197744	SAMN45814609	Paraguay	Itaugua	2024	2024-02-05	tracheal secretion	clinical	Homo sapiens	National Hospital of Itaugua		3	4036759	2	-	KL81	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_048069565.1	ensamblado_publico	PRJNA1197744	SAMN45814606	Paraguay	Itaugua	2024	2024-02-06	tracheal secretion	clinical	Homo sapiens	National Hospital of Itaugua		2	4056041	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_048480215.1	ensamblado_publico	PRJNA1197744	SAMN45814610	Paraguay	Itaugua	2024	2024-01-07	tracheal secretion	clinical	Homo sapiens	National Hospital of Itaugua		3	4037739	2	-	KL81	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_048750995.1	ensamblado_publico	PRJNA1209693	SAMN46227495	Argentina	Buenos Aires	2010	2010	Blood culture					1	3750380	172	-	KL51	OCL1	no	ninguna	ninguno	
GCA_049355475.1	ensamblado_publico	PRJNA962904	SAMN47601475	Chile	Santiago	2022	2022	Rectal swab	clinical	Homo sapiens		ILLUMINA	96	3916573	318	225	KL22	OCL7	no	ninguna	r3-T14,r3-T34	
GCA_049356015.1	ensamblado_publico	PRJNA962904	SAMN47602201	Chile	Curico	2023	2023	Rectal swab	clinical	Homo sapiens		ILLUMINA	100	4199349	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_049388885.1	ensamblado_publico	PRJNA962904	SAMN47602340	Chile	Curico	2023	2023	Rectal swab	clinical	Homo sapiens		ILLUMINA	125	4139869	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_049706335.1	ensamblado_publico	PRJNA1245013	SAMN47737464	Argentina		2010	2010	skin	clinical	Homo sapiens	Fernando Pasteran		62	4086628	25	691	KL23	OCL5	si	blaOXA-23	ninguno	
GCA_050030175.1	ensamblado_publico	PRJNA1197744	SAMN45814611	Paraguay	Itaugua	2024	2024-02-07	tracheal secretion	clinical	Homo sapiens	National Hospital of Itaugua		3	4037728	2	-	KL81	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_050030185.1	ensamblado_publico	PRJNA1197744	SAMN45814612	Paraguay	Itaugua	2024	2024-01-07	urine	clinical	Homo sapiens	National Hospital of Itaugua		2	4113991	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_050030675.1	ensamblado_publico	PRJNA1197744	SAMN45814613	Paraguay	Itaugua	2024	2024-02-02	tracheal secretion	clinical	Homo sapiens	National Hospital of Itaugua		2	4028726	2	-	KL3	OCL1	si	blaOXA-23	r3-T1	
GCA_050269755.1	ensamblado_publico	PRJNA1255660	SAMN48152296	Venezuela	Caracas	2015	2015	skin	clinical	Homo sapiens	Carolina Nodari		4	4052584	79	205	KL22	OCL5	si	blaOXA-23	r3-T11,r3-T26,rP-T1	
GCA_050896615.1	ensamblado_publico	PRJNA723341	SAMN48846621	Chile	Concepcion	2020	2020	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		91	3995945	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_050896635.1	ensamblado_publico	PRJNA723341	SAMN48846620	Chile	Concepcion	2021	2021	Rectal swab	clinical	Homo sapiens	LIAA-UDEC		101	3885354	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_050896655.1	ensamblado_publico	PRJNA723341	SAMN48846619	Chile	Temuco	2020	2020	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		96	3887632	318	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_050896695.1	ensamblado_publico	PRJNA723341	SAMN48846605	Chile	Talca	2018	2018	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		145	3851731	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_050896705.1	ensamblado_publico	PRJNA723341	SAMN48846615	Chile	Talca	2020	2020	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		86	3890686	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_050896775.1	ensamblado_publico	PRJNA723341	SAMN48846616	Chile	Talca	2020	2020	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		132	4043621	1	-	KL1	OCL1	si	blaOXA-58	r3-T14,r3-T18	
GCA_050896815.1	ensamblado_publico	PRJNA723341	SAMN48846612	Chile	Concepcion	2021	2021	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		143	3984996	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,r3-T80,rP-T1	
GCA_050896855.1	ensamblado_publico	PRJNA723341	SAMN48846613	Chile	Concepcion	2021	2021	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		264	3953012	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_050896895.1	ensamblado_publico	PRJNA723341	SAMN48846611	Chile	Santiago	2020	2020	blood	clinical	Homo sapiens	LIAA-UDEC		169	4065993	318	225	KL22	OCL7	si	blaOXA-58	r3-T14,r3-T34	
GCA_050896935.1	ensamblado_publico	PRJNA723341	SAMN48846609	Chile	Santiago	2019	2019	blood	clinical	Homo sapiens	LIAA-UDEC		93	3870121	318	225	KL22	OCL7	no	ninguna	ninguno	
GCA_050896975.1	ensamblado_publico	PRJNA723341	SAMN48846597	Chile	Temuco	2015	2015		clinical	Homo sapiens	LIAA-UDEC		162	3889303	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_050897015.1	ensamblado_publico	PRJNA723341	SAMN48846608	Chile	Santiago	2019	2019	blood	clinical	Homo sapiens	LIAA-UDEC		120	4024416	318	225	KL22	OCL3	si	blaOXA-58	r3-T14	
GCA_050897035.1	ensamblado_publico	PRJNA723341	SAMN48846607	Chile	Santiago	2019	2019	blood	clinical	Homo sapiens	LIAA-UDEC		84	3907505	318	225	KL22	OCL7	si	blaOXA-58	r3-T14,r3-T34	
GCA_050897055.1	ensamblado_publico	PRJNA723341	SAMN48846618	Chile	Temuco	2020	2020	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		104	3858064	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_050897075.1	ensamblado_publico	PRJNA723341	SAMN48846617	Chile	Talca	2020	2020	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		88	3891763	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_050897095.1	ensamblado_publico	PRJNA723341	SAMN48846624	Chile	Talca	2021	2021	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		125	4017993	1	-	KL1	OCL1	si	blaOXA-58	r3-T14,r3-T159,r3-T18	
GCA_050897115.1	ensamblado_publico	PRJNA723341	SAMN48846623	Chile	Talca	2021	2021	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		104	3884082	318	225	KL22	OCL3	no	ninguna	r3-T14	
GCA_050897135.1	ensamblado_publico	PRJNA723341	SAMN48846614	Chile	Concepcion	2021	2021	cerebrospinal fluid	clinical	Homo sapiens	LIAA-UDEC		257	4005348	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_050897155.1	ensamblado_publico	PRJNA723341	SAMN48846610	Chile	Santiago	2020	2020	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		90	3797628	318	225	KL22	OCL3	no	ninguna	r3-T14	
GCA_050897175.1	ensamblado_publico	PRJNA723341	SAMN48846627	Chile	San Carlos	2022	2022	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		125	4035721	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_050897195.1	ensamblado_publico	PRJNA723341	SAMN48846628	Chile	Concepcion	2024	2024	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		84	3995761	162	235	KL19	OCL1	no	ninguna	r3-T13,rP-T1	
GCA_050897215.1	ensamblado_publico	PRJNA723341	SAMN48846622	Chile	Concepcion	2020	2020	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		104	3986492	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_050897235.1	ensamblado_publico	PRJNA723341	SAMN48846625	Chile	Santiago	2020	2020	Rectal swab	clinical	Homo sapiens	LIAA-UDEC		131	3783173	193	699	KL48	OCL6	si	blaNDM-1	r3-T2	
GCA_050897255.1	ensamblado_publico	PRJNA723341	SAMN48846626	Chile	San Carlos	2020	2020	urine	clinical	Homo sapiens	LIAA-UDEC		155	3878490	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_050897275.1	ensamblado_publico	PRJNA723341	SAMN48846629	Chile	Concepcion	2024	2024	Rectal swab	clinical	Homo sapiens	LIAA-UDEC		93	3995530	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_050897295.1	ensamblado_publico	PRJNA723341	SAMN48846606	Chile	Santiago	2019	2019	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		107	3862609	318	225	KL22	OCL3	no	ninguna	r3-T14	
GCA_050897315.1	ensamblado_publico	PRJNA723341	SAMN48846593	Chile	Santiago	2007	2007	Soft tissue	clinical	Homo sapiens	LIAA-UDEC		100	4036914	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_050897325.1	ensamblado_publico	PRJNA723341	SAMN48846604	Chile	Talca	2018	2018		clinical	Homo sapiens	LIAA-UDEC		92	3860526	15	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_050897355.1	ensamblado_publico	PRJNA723341	SAMN48846603	Chile	Puerto Montt	2016	2016		clinical	Homo sapiens	LIAA-UDEC		82	3932536	15	236	KL9	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_050897395.1	ensamblado_publico	PRJNA723341	SAMN48846601	Chile	Santiago	2017	2017	cerebrospinal fluid	clinical	Homo sapiens	LIAA-UDEC		96	3849514	318	225	KL22	OCL3	si	blaOXA-58	r3-T14	
GCA_050897455.1	ensamblado_publico	PRJNA723341	SAMN48846602	Chile	Puerto Montt	2016	2016		clinical	Homo sapiens	LIAA-UDEC		103	4009878	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_050897475.1	ensamblado_publico	PRJNA723341	SAMN48846600	Chile	La Serena	2015	2015	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		138	3847588	15	225	KL22	OCL7	si	blaOXA-23	r3-T13,r3-T14	
GCA_050897555.1	ensamblado_publico	PRJNA723341	SAMN48846599	Chile	La Serena	2015	2015	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		90	3843777	15	225	KL22	OCL7	si	blaOXA-23	r3-T13,r3-T14	
GCA_050897575.1	ensamblado_publico	PRJNA723341	SAMN48846598	Chile	Temuco	2015	2015		clinical	Homo sapiens	LIAA-UDEC		168	3897395	-	225	KL22	OCL7	no	ninguna	r3-T13,r3-T14	
GCA_050897595.1	ensamblado_publico	PRJNA723341	SAMN48846596	Chile	Santiago	2011	2011	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		102	3864398	318	225	KL22	OCL3	si	blaOXA-58	r3-T14	
GCA_050897675.1	ensamblado_publico	PRJNA723341	SAMN48846595	Chile	Temuco	2009	2009	urine	clinical	Homo sapiens	LIAA-UDEC		115	3997915	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_050897695.1	ensamblado_publico	PRJNA723341	SAMN48846592	Chile	Concepcion	1997	1997	Endotracheal aspirate	clinical	Homo sapiens	LIAA-UDEC		247	3886230	109	-	KL49	OCL3	no	ninguna	r3-T28,r3-T5,r3-T6	
GCA_050897715.1	ensamblado_publico	PRJNA723341	SAMN48846594	Chile	Temuco	2009	2009	Sacral eschar	clinical	Homo sapiens	LIAA-UDEC		114	4063912	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_050897775.1	ensamblado_publico	PRJNA723341	SAMN48846591	Chile	Concepcion	1993	1993		clinical	Homo sapiens	LIAA-UDEC		245	3909943	109	-	KL49	OCL3	no	ninguna	r3-T28,r3-T5,r3-T6	
GCA_050897795.1	ensamblado_publico	PRJNA723341	SAMN48846590	Chile	Valparaiso	1990	1990		clinical	Homo sapiens	LIAA-UDEC		230	3876212	109	-	KL49	OCL3	no	ninguna	r3-T28,r3-T5,r3-T6	
GCA_051169065.1	ensamblado_publico	PRJNA613847	SAMN41913414	Brasil	Sao Paulo	2021	2021	urine	clinical	Homo sapiens	Carlos Camargo		82	3773494	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169085.1	ensamblado_publico	PRJNA613847	SAMN41913413	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		82	3943644	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169105.1	ensamblado_publico	PRJNA613847	SAMN41913412	Brasil	Sao Paulo	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		73	3933282	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169125.1	ensamblado_publico	PRJNA613847	SAMN41913411	Brasil	Sao Paulo	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		82	3944372	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169155.1	ensamblado_publico	PRJNA613847	SAMN41913410	Brasil	Guarulhos	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		80	3946937	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169175.1	ensamblado_publico	PRJNA613847	SAMN41913409	Brasil	Sao Paulo	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		82	3945829	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169195.1	ensamblado_publico	PRJNA613847	SAMN41913408	Brasil	Mogi das Cruzes	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		87	3944513	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169215.1	ensamblado_publico	PRJNA613847	SAMN41913407	Brasil	Mogi das Cruzes	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		76	3933889	-	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169235.1	ensamblado_publico	PRJNA613847	SAMN41913406	Brasil	Mogi das Cruzes	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		82	3940987	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169255.1	ensamblado_publico	PRJNA613847	SAMN41913405	Brasil	Sao Paulo	2021	2021	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		88	3944011	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169275.1	ensamblado_publico	PRJNA613847	SAMN41913404	Brasil	Sao Paulo	2021	2021	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		82	3943972	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169295.1	ensamblado_publico	PRJNA613847	SAMN41913403	Brasil	Sao Paulo	2021	2021	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		83	3941180	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169315.1	ensamblado_publico	PRJNA613847	SAMN41913401	Brasil	Sao Paulo	2021	2021	Surveillance swab	clinical	Homo sapiens	Carlos Camargo		87	3944401	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169335.1	ensamblado_publico	PRJNA613847	SAMN41913402	Brasil	Sao Paulo	2021	2021	Tracheal secretion	clinical	Homo sapiens	Carlos Camargo		82	3945777	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169355.1	ensamblado_publico	PRJNA613847	SAMN41913400	Brasil	Sao Paulo	2021	2021	urine	clinical	Homo sapiens	Carlos Camargo		77	3893727	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
GCA_051169375.1	ensamblado_publico	PRJNA613847	SAMN41913398	Brasil	Guarulhos	2021	2021	blood	clinical	Homo sapiens	Carlos Camargo		77	3946083	2	-	KL7	OCL1	si	blaOXA-23	r3-T1	
